      755605   1.00114441       20.7306519               1
      934692   2.66847134       20.3522835               1
      529700   1.55847681       23.1797924               1
      686772  -1.31829810       18.7103004               1
      653918   1.21683836       21.6788654               1
       47464   1.71339595       20.6730843               1
      365338  -2.60829926E-03   21.4766827               1
       72685  0.969045579       20.2940273               1
      477731  0.930780888       20.8636951               1
      897656  -1.74219608E-02   18.8439312               1
      319032   2.95665884       19.5670261               1
       73749  0.880936027       22.8044014               1
      464445  0.766969025       20.3134804               1
      125365   1.17768002       21.0699673               1
      725411   1.58556259       20.6473560               1
      513273   1.05239582       19.8186474               1
      415394  0.508820891       20.6595535               1
      571654  0.715667009       21.7867756               1
      748292  -1.54934382       21.8644772               1
      212751  0.660627127       21.0455952               1
      414293   2.69858003       22.3381500               1
      317539   1.76679718       21.4415131               1
      387725   1.54316950       20.0706425               1
      955408 -0.669061303       20.2417927               1
      564898   2.94460201       21.5714703               1
      199757 -0.165377855       20.9285660               1
      803072   1.67438531       20.0620041               1
      901673   6.62795901E-02   22.4874725               1
      885648   2.87020016       21.6371136               1
      135109   2.72148466       20.7034607               1
      931674  0.266919971       21.1864204               1
      860859  0.250623822       20.7303276               1
      462244   5.83937764E-02   20.7538624               1
      702206  0.113087773       20.4983292               1
      514434   1.18262362       19.1990089               1
      729747 -0.175626516       20.2533588               1
       19092   1.25732803       20.6871700               1
      488943 -0.104058504       20.1980057               1
      890018   1.27383590       21.0082626               1
      446023 -0.888833523       20.7620831               1
      806649   1.84864879       19.4753799               1
      616350   2.76375055       19.4097748               1
      417723   1.54907918       20.3946762               1
      828707   1.24455261       20.5780106               1
      213546   1.19750237       20.9473076               1
      269214   2.31394672       20.4779224               1
      282155   1.26747167       20.1139984               1
      191823   30.0951004       2.69740915               2
      176880   30.5077496       1.60443830               2
      101637   32.0114632       2.86700940               2
      752940   29.7776833       2.47271872               2
      318777   30.9912624       2.84338808               2
      587988   30.2581120       1.62843931               2
      860225   30.6177864      0.796561003               2
      528548   30.0201988       3.69885635               2
      370226   29.0713692       2.62540817               2
       78263   28.8403969       2.44558477               2
      728608   29.3135757       1.81624365               2
      460433   29.7681942       2.54474807               2
      150393   29.3533497       3.69526339               2
       14950   28.6836948       3.24114203               2
      970086   29.1944523       2.65428638               2
       22083   29.8943691       3.21026301               2
      751709   29.8768826       1.57878137               2
        4253   29.9380817       3.05468726               2
      746679   31.2627354       2.79016614               2
      544022   27.3543987       3.74395990               2
      709319   28.7760334       2.17460585               2
      310168   30.7368717       2.14760709               2
       55278   27.9849758       2.82791519               2
      477804   29.7808266       4.17748928               2
      833682   29.0155296       2.26158357               2
      986882   29.6559448       4.08820295               2
      489651   32.3090286      0.789308548               2
      122506   29.7608757       3.78597355               2
      125932   29.0088158       1.92711437               2
      259014   29.9041615       3.28396440               2
      760617   30.6001549       2.71321344               2
      209562   29.9874249       3.36843944               2
      431908   31.1928005       1.18480766               2
      973346   29.4817276       3.12396669               2
      250155   27.8509903       3.36005855               2
      499955   54.9486618       116.367096               3
      221667   54.9857674       116.680702               3
      233691   54.2618103       116.589050               3
      661993   54.8782043       118.197197               3
       17944   54.6272087       117.204094               3
      519174   54.1414986       114.109535               3
      329056   52.7622490       116.156631               3
      939725   55.1620140       115.059937               3
      160083   56.4431114       114.351120               3
      327227   56.1032448       115.112747               3
      699790   55.6756973       116.752121               3
      455072   54.6603508       114.985344               3
      289766   56.4121513       115.072517               3
      863642   55.5101585       115.814720               3
      459762   54.8779678       117.577232               3
      664688   54.2729530       116.024826               3
      946044   56.7322769       116.936478               3
      509658   55.8701859       115.983795               3
      631763   54.8598251       116.845909               3
      519303   56.3891449       117.041267               3
      706461   55.4384308       115.683037               3
      232607   54.5569649       116.792603               3
       34242   55.7394028       116.165421               3
      329578   55.0006943       116.819992               3
      966909   53.9371490       117.709938               3
      639523   54.7474365       118.320282               3
      572806   54.8120689       115.749855               3
      343613   55.0940361       118.232788               3
      856875   52.8013420       113.813858               3
      191983   54.8771095       117.205620               3
      221656   56.2812691       118.109055               3
      762343   55.4619713       115.391739               3
      430445   53.0366745       116.722794               3
      519336   55.4799728       116.201988               3
      531427   56.8369865       116.213852               3
      667965   55.6851273       115.526108               3
      502274   54.0516319       117.111008               3
       35059   57.4395294       115.877548               3
      611110   53.3814430       115.473587               3
      696995   54.2317619       115.662346               3
      276646   53.7585106       115.559227               3
      235402   54.4876976       117.409355               3
      821177   55.1574669       116.196922               3
      651514   56.0102386       116.363007               3
      952430   54.8909569       116.267372               3
      107738   53.1768494       115.592735               3
      757621   52.9466553       115.941772               3
      202481   56.3463211       115.316574               3
      804912   55.0989799       115.565979               3
      380608   56.7398758       114.455727               3
       60142   53.8330650       116.035309               3
      170796   55.3551178       116.424324               3
      277198   55.8124847       117.102463               3
      939871   54.1566353       115.729889               3
      189548   54.9429092       116.102272               3
      879059   55.5378571       115.799210               3
      674692   56.1129875       117.454613               3
      896523   55.4125557       115.888847               3
      687577   55.8587303       115.334030               3
      238019   56.3562775       116.054192               3
      362400   54.7961311       117.102966               3
      428873   129.881927       120.141678               4
      932843   128.734283       120.073158               4
      408177   131.392807       122.353867               4
      196307   130.019089       121.377815               4
      368202   128.904205       119.197952               4
      995400   128.969025       119.203171               4
      374249   130.669525       120.311440               4
      799034   129.103760       119.568649               4
      144897   128.779968       119.627724               4
      602249   130.430710       121.080170               4
      264133   129.582474       119.498909               4
      458045   130.310120       121.051041               4
      794880   129.952576       121.040985               4
      719155   128.522293       118.639671               4
       73850   128.213455       121.476585               4
      293043   130.404556       120.841675               4
      463058   131.194916       119.442398               4
      595927   129.601379       117.843178               4
      833377   130.249283       119.063278               4
      194678   130.790039       122.622459               4
      837081   129.677124       119.458206               4
      534876   129.770081       119.591606               4
      276667   130.904694       121.252831               4
      332928   128.093185       120.722961               4
      243228   130.345261       119.943222               4
      196177   130.595810       121.407906               4
      671648   129.403015       120.655777               4
      676065   129.621338       122.218964               4
      855082   128.760651       118.583008               4
      279493   129.075485       120.058907               4
      594159   131.443314       120.606819               4
      434502   129.024811       120.983185               4
      244300   128.108337       121.666039               4
      217409   130.731018       120.316521               4
      573400   130.547531       119.961548               4
      505058   130.796143       119.486954               4
      386707   131.575989       119.987061               4
      648075   129.908691       119.863464               4
      360967   130.448990       120.947365               4
      157154   129.474548       119.522964               4
      886510   130.192169       119.404114               4
      791982   128.529236       120.568527               4
       73183   129.735687       118.300621               4
