           3   296.299316       473.846527              23
          70   33.9099350       307.122406             118
          83   405.979095       581.914856             124
         108   122.388527       10.0943127             122
         175   221.635620       76.1845856             100
         390   485.296173       310.154358             107
         403   176.877197       36.3377266              26
         482   387.394226       50.5347137             117
         545   356.012512       106.362663              36
         689   553.923584       51.2407417             140
         778   577.671875       142.606964             146
         802   51.0624123       332.675110             166
         992   312.686768       490.583099              52
        1151   441.349213       233.948441             175
        1330   118.024811       23.5837307             148
        1402   243.441315       114.843803             179
        1419   561.012695       10.2635164              47
        1464   254.559143       336.896729             161
        1480   310.092834       377.896698              37
        1557   481.665161       316.853302             189
        1615   548.385803       347.231018              71
        1669   10.3879633       181.608597             170
        1712   440.023651       128.804977             136
        1752   11.4268827       440.385376              28
        1786   429.656830       535.355591             130
        1813   110.768692       162.069534             115
        1971   202.197113       60.3060493              11
        1990   442.972839       234.167206             175
        2098   257.834106       157.101135             155
        2197   115.600258       179.797287             119
        2451   84.9119873       463.362671             160
        2452   230.967224       498.452759              46
        2562   109.952820       165.169495             115
        2725   385.183929       455.471802              27
        2771   90.4182281       166.069275             128
        2862   310.366882       461.065948             133
        3005   179.618958       549.481018              90
        3012   430.159546       534.914001             130
        3258   342.374756       131.237549              69
        3531   484.206421       283.611633             123
        3545   334.808136       245.403915             172
        3740   133.991241       365.054596             126
        3772   281.873169       145.727158             113
        3837   171.265411       418.196503             144
        3911   565.721497       89.9121475              14
        3976   481.567261       317.716949             189
        4055   322.246063       391.053528             120
        4140   517.922180       391.409668             137
        4199   215.596802       143.075836              39
        4253   113.731972       7.94322586               2
        4398   331.426422       313.105255              18
        4483   466.743774       280.257996             178
        4486   337.923645       100.409737             141
        4501   534.875854       41.2764206              94
        4709   353.912903       131.089355              91
        4729   1.81828475       204.460403              38
        4741   435.175629       79.0131226              61
        4772   142.794174       83.7981339             154
        4848   578.468445       34.5891228              93
        5103   171.829071       418.658264             144
        5264   425.649078       123.096748              85
        5404   542.159668       298.030243              59
        5498   19.4296665       482.336884             131
        5510   8.60155678       439.097717              28
        5657   237.561569       127.959778              13
        5748   282.390076       146.107315             113
        5785   480.984711       326.410919             143
        5938   2.14869857       204.330704              38
        5969   109.482513       165.576385             115
        6382   143.448837       84.8600006             154
        6436   479.411835       326.764740             143
        6550   298.072235       473.535461              23
        6610   576.557922       65.4116974              12
        6623   106.462341       254.394653              45
        6716   409.829224       380.995056             167
        6813   404.510162       266.233368              84
        6816   33.2716675       400.518250             163
        6922   183.142975       87.2158737             109
        7035   482.240692       315.493286             189
        7045   125.888557       439.779388             102
        7187   541.741516       69.3007126              89
        7383   325.211487       336.211426              66
        7396   67.0424957       105.231781             121
        7437   488.212952       90.5516434             190
        7455   370.687866       319.894196              73
        7684   247.015320       580.381958             103
        7740   319.043549       245.616089              19
        7775   352.963501       128.268661              91
        7990   234.071533       482.498505             142
        7991   53.3125000       56.3873100              44
        8219   518.357361       394.234711             137
        8220   11.9250994       179.375854             170
        8353   546.215393       201.966995             191
        8386   236.322815       481.147003             142
        8529   250.549774       231.665771             139
        8548   240.996780       288.633392             177
        8721   11.2556581       439.685486              28
        8758   236.150131       481.058594             142
        8764   171.402695       418.857483             144
        8809   10.5030661       440.835114              28
        8930   30.7974415       176.972641             125
        9232   387.577515       50.3555603             117
        9561   340.596558       99.6519165             141
        9649   520.958130       301.289673             168
        9685   205.989075       505.888641              33
        9736   577.880798       144.733292             146
        9774   351.558838       367.397095             150
        9775   507.909119       519.637451              68
        9830   107.018143       253.907639              45
        9875   385.624176       455.035461              27
       10186   333.615204       246.853378             172
       10419   480.355713       326.367828             143
       10526   86.6969833       244.151062             183
       10535   347.441772       186.261490              74
       10611   11.1108732       181.236160             170
       10649   108.517731       162.679047             115
       10724   246.902725       580.392578             103
       11011   201.764313       61.4280052              11
       11032   88.3525238       245.753525             183
       11237   387.732819       456.569489              27
       11265   371.178101       319.302032              73
       11328   386.122925       52.1729431             117
       11389   526.403076       203.942825             138
       11402   563.036926       9.40175915              47
       11603   311.130920       460.148560             133
       11697   75.0267487       251.159744             132
       11761   368.325714       322.378021              73
       11825   374.045380       218.342773              67
       12040   434.925995       80.2821198              61
       12156   509.616760       518.745239              68
       12213   455.365479       556.246094              20
       12268   311.998138       461.242554             133
       12412   27.4985085       132.345978              63
       12501   58.9504509       121.565964              76
       12555   296.435791       131.407990              49
       12568   121.665855       10.6583652             122
       12961   509.321777       356.480408              70
       13021   180.420746       549.289307              90
       13091   518.607727       422.710602             174
       13142   377.025299       521.204041               9
       13235   404.553925       581.127197             124
       13259   482.108765       434.727600              95
       13336   351.481750       368.309662             150
       13416   542.488525       68.0006027              89
       13539   359.105072       105.402138              36
       13597   11.5279484       438.731476              28
       13703   538.122986       255.325363              82
       13720   238.715851       394.877075             185
       13784   483.852875       309.261536             107
       13983   7.15557337       472.430237              57
       14181   543.016785       68.7740784              89
       14233   87.0681381       578.686035              35
       14385   359.233002       146.953629              24
       14433   519.352051       391.721741             137
       14468   566.293152       91.2888641              14
       14504   424.363831       123.119850              85
       14521   170.569763       418.322418             144
       14718   327.923309       333.513123              66
       14741   219.089417       313.971161              81
       14751   538.457275       383.300934              50
       14781   43.4923210       376.497345             182
       14910   555.766968       438.019226             151
       14917   124.261002       439.177582             102
       14950   112.477585       8.12968063               2
       14962   465.401947       279.444336             178
       15022   534.073486       360.575928             180
       15039   325.632568       335.435272              66
       15181   44.2422829       377.859253             182
       15387   466.427185       4.95428896             112
       15499   132.503540       102.740288              17
       15512   384.312653       455.607452              27
       15528   424.826202       123.750313              85
       15700   14.6892529       138.788177             184
       15733   172.101349       419.321075             144
       16074   218.386551       214.660416               6
       16208   252.809418       335.493530             161
       16435   534.349731       360.631042             180
       16494   318.322723       245.902817              19
       16803   538.813965       551.297180             145
       16973   577.176880       64.2069321              12
       17270   253.743637       335.219299             161
       17417   442.373810       130.247406             136
       17476   520.972168       301.354126             168
       17554   490.205658       136.256714             149
       17569   330.535828       314.092407              18
       17825   118.634163       86.3330383              78
       17944   209.999359       449.461334               3
       17955   321.530914       389.300110             120
       18062   125.888153       439.150116             102
       18078   165.800964       444.186310              87
       18128   138.977951       184.852631             156
       18184   15.4027767       138.794968             184
       18211   541.937012       298.940033              59
       18247   508.501251       355.195312              70
       18398   457.687103       556.563477              20
       18530   255.684250       338.062622             161
       18532   554.664490       404.782013             116
       18691   153.338455       390.142670             162
       18955   14.9553480       138.492142             184
       18958   244.561493       569.879578              64
       18967   307.337006       221.668457              15
       19004   189.912277       322.735809              48
       19015   216.628616       424.751526             135
       19092   1.26062393       77.5114441               1
       19170   431.830475       550.997375              56
       19201   555.498291       50.6911583             140
       19625   203.568039       60.2740402              11
       19977   73.3223038       131.302094              77
       20488   33.4557877       566.995667              58
       20583   404.549622       266.908447              84
       20697   244.831970       582.245422             103
       20822   14.5706072       137.067993             184
       20962   134.571594       365.805969             126
       21198   244.319870       569.896912              64
       21240   480.117828       326.124268             143
       21573   253.178848       336.956177             161
       21576   337.350830       246.822632             172
       21625   114.356316       178.733673             119
       21646   11.8234148       175.913330             193
       21648   481.604797       328.935455             143
       21787   223.386154       76.1925735             100
       21807   483.613556       317.690460             189
       21871   146.707748       174.309631             134
       22083   113.688263       8.09880161               2
       22175   186.712280       319.583405              48
       22185   215.835419       143.856384              39
       22239   507.786499       357.116913              70
       22251   315.982910       60.7514496               8
       22486   115.952782       23.6470165             148
       22512   170.342651       420.671082             144
       22650   49.5763969       332.977295             166
       22676   564.563660       89.5250015              14
       22676   81.2633514       24.7831898              83
       22799   116.575775       23.1369476             148
       22947   311.823853       460.379608             133
       23413   85.5448837       527.343140             188
       23510   51.9920654       54.7153015              44
       23710   297.958832       133.241577              49
       23792   440.221954       131.167435             136
       23797   386.246460       49.5815887             117
       23815   7.91454124       471.254639              57
       24140   338.307129       317.487549              41
       24292   314.108948       58.9021187               8
       24295   543.407043       67.5794830              89
       24555   10.5581207       101.665390             186
       24691   306.664276       274.258698             176
       24859   52.4776611       55.1543159              44
       24919   145.398941       391.772278              34
       24962   253.964844       338.060059             161
       25172   342.632446       130.653641              69
       25283   215.009460       143.902451              39
       25289   19.2698021       481.410767             131
       25498   510.697601       518.122803              68
       25910   229.068573       381.792603              10
       25911   507.242126       544.254089              60
       25919   74.1377411       132.828964              77
       26000   124.744759       253.492599               5
       26421   493.628510       94.0757217              31
       26515   468.163330       5.10678864             112
       26521   310.072296       376.083588              37
       26546   544.210266       201.668030             191
       26591   359.934448       146.069183              24
       26717   509.877838       356.502563              70
       26767   240.190704       394.451477             185
       26803   202.835297       59.5277252              11
       26834   131.574738       102.475441              17
       26883   297.094543       130.423874              49
       27043   58.9635773       120.520538              76
       27116   271.983307       432.539795              62
       27362   357.122070       108.532837              36
       27514   493.318909       94.3999023              31
       27527   33.3717384       306.488312             118
       27673   508.753723       519.643005              68
       27719   120.654953       85.1597672              78
       27794   125.861412       439.535309             102
       27795   432.839203       548.178528              56
       27854   31.0782547       401.224396             163
       27868   122.457047       10.7501497             122
       27908   306.173126       271.504303             176
       28202   460.507172       335.894745              22
       28270   307.837402       375.922455              37
       28502   534.964600       546.454468             169
       28573   251.176361       230.450150             139
       28719   366.668030       5.64723873             158
       28912   488.442841       518.939331              92
       29083   339.182037       100.849785             141
       29207   147.832672       517.480713              43
       29219   252.429794       230.973251             139
       29331   487.809387       51.1083145              42
       29396   346.050110       255.739044             129
       29536   489.130798       134.568466             149
       29707   85.8407288       244.236954             183
       29827   371.630554       321.269073              73
       30110   26.7331867       131.527649              63
       30202   65.4373703       104.785095             121
       30410   382.918640       457.034027              27
       30629   555.356750       403.569916             116
       30789   7.90394545       471.309692              57
       30791   577.137085       36.0224609              93
       30817   228.985382       83.6322403              98
       30874   121.324753       11.5063324             122
       30977   459.118591       388.015320              96
       31093   59.0135193       120.750000              76
       31133   238.066238       392.307770             185
       31653   144.194702       393.863464              34
       31905   321.303741       164.335114              30
       31994   555.644104       51.2943764             140
       32044   577.892883       142.610031             146
       32117   406.787964       582.260986             124
       32150   544.039795       69.9042358              89
       32192   352.092987       128.531448              91
       32356   383.520294       72.6253586             106
       32395   405.187988       266.082001              84
       32417   33.3313332       177.362854             125
       32432   271.673431       43.1536636             147
       32461   488.158447       89.5041504             190
       32494   485.229950       283.846375             123
       32890   379.883759       70.6476822             106
       32956   313.426910       59.2714310               8
       32964   552.295288       212.538300              16
       32990   18.9954262       482.088593             131
       33017   169.535690       212.762100             164
       33036   296.469635       21.6999474              25
       33077   125.296417       253.546249               5
       33234   115.388222       196.094925             152
       33237   244.201492       115.349503             179
       33257   326.101501       334.088196              66
       33310   312.627991       491.086792              52
       33372   180.886536       550.815735              90
       33518   145.906494       173.517700             134
       33591   53.3266945       54.5922356              44
       33666   416.228485       281.831238             104
       33904   468.937744       4.52404976             112
       34050   487.924469       516.639771              92
       34242   211.111557       448.422638               3
       34355   21.1266994       509.300232              80
       34435   534.323853       360.994781             180
       34540   24.2779522       508.487579              80
       34683   475.454529       176.324844              99
       34831   386.352600       454.580536              27
       34970   312.846191       60.8648376               8
       35059   212.811691       448.134766               3
       35068   457.254333       555.887634              20
       35130   577.245911       142.679794             146
       35147   355.116821       431.264771              75
       35228   12.9122410       101.620270             186
       35270   141.080215       84.0971069             154
       35287   346.548553       254.626572             129
       35288   508.755249       356.591248              70
       35475   23.0319176       510.020569              80
       35517   454.120239       568.706360             187
       35577   517.714111       424.037079             174
       35766   538.275940       256.853912              82
       35908   385.776642       49.8748207             117
       35919   7.22640085       396.262756              54
       35935   49.3888054       331.378357             166
       36092   383.061432       456.884552              27
       36520   467.814270       5.91045141             112
       36627   432.120667       551.648132              56
       36664   456.125275       555.819763              20
       36996   382.979584       69.9627762             106
       37081   140.814651       184.849335             156
       37113   482.388428       316.604706             189
       37184   537.701050       40.5419197              94
       37224   135.389832       365.748444             126
       37587   271.092804       430.282654              62
       37655   517.025391       421.106171             174
       37772   295.596619       133.605194              49
       37866   483.486847       309.545349             107
       37882   125.549789       439.674255             102
       37957   460.853516       335.647461              22
       38012   255.950851       336.046387             161
       38017   1.97659540       205.575363              38
       38067   352.569794       127.796463              91
       38325   404.916748       266.608124              84
